Company name,Fyers symbol,BSE Code,Symbol
RELIANCE CHEMOTEX INDUSTRIES L,BSE:RELCHEMQ-B,503162,RELCHEMQ
RUBY MILLS LTD.,BSE:RUBYMILLS-B,503169,RUBYMILLS
SIMPLEX REALTY LTD.,BSE:SIMPLXREA-X,503229,SIMPLXREA
SWAN ENERGY LTD.,BSE:SWANENERGY-A,503310,SWANENERGY
VICTORIA MILLS LTD.,BSE:VICTMILL-X,503349,VICTMILL
S.V.TRADING & AGENCIES LTD.,BSE:ZSVTRADI-XT,503622,ZSVTRADI
SVARAJ TRADING & AGENCIES LTD.,BSE:ZSVARAJT-XT,503624,ZSVARAJT
KSHITIZ INVESTMENT LTD.,BSE:KSHITIJ-X,503626,KSHITIJ
SHREE SALASAR INVESTMENT LTD.,BSE:SALSAIN-XT,503635,SALSAIN
INDSOYA LTD.,BSE:INDSOYA-XT,503639,INDSOYA
ZODIAC VENTURES LIMITED,BSE:ZODIACVEN-X,503641,ZODIACVEN
VEER ENERGY & INFRASTRUCTURE L,BSE:VEERENRGY-X,503657,VEERENRGY
SW INVESTMENTS LTD,BSE:SW1-XT,503659,SW1
Tilak Ventures Limited,BSE:TILAK-X,503663,TILAK
K K Fincorp Limited,BSE:KKFIN-X,503669,KKFIN
UNIJOLLY INVESTMENTS CO.LTD.,BSE:UNIJOLL-XT,503671,UNIJOLL
WAGEND INFRA VENTURE LIMITED,BSE:WAGEND-XT,503675,WAGEND
ELCID INVESTMENTS LTD.,BSE:ELCIDIN-XT,503681,ELCIDIN
MEDIAONE GLOBAL ENTERTAINMENT,BSE:MEDIAONE-X,503685,MEDIAONE
HEALTHY INVESTMENTS LTD.,BSE:HEALINV-XT,503689,HEALINV
SHREENATH INVESTMENTS CO.LTD.,BSE:SHRENTI-X,503696,SHRENTI
BANSWARA SYNTEX LTD.,BSE:BANSWRAS-B,503722,BANSWRAS
MODELLA WOOLLENS LTD.,BSE:MODWOOL-X,503772,MODWOOL
MODIPON LTD.,BSE:MODIPON-X,503776,MODIPON
SHRI DINESH MILLS LTD.,BSE:SHRIDINE-X,503804,SHRIDINE
SRF LTD.,BSE:SRF-A,503806,SRF
SIYARAM SILK MILLS LTD.,BSE:SIYSIL-B,503811,SIYSIL
SWADESHI POLYTEX LTD.,BSE:SWADPOL-XT,503816,SWADPOL
SATYAM SILK MILLS LTD.,BSE:ZSATYASL-XT,503893,ZSATYASL
BHARAT BIJLEE LTD.,BSE:BBL-A,503960,BBL
ELPRO INTERNATIONAL LTD.,BSE:ELPROINTL-B,504000,ELPROINTL
GEE LTD.,BSE:GEE-Z,504028,GEE
HIND RECTIFIERS LTD.,BSE:HIRECT-B,504036,HIRECT
INDO-NATIONAL LTD.,BSE:NIPPOBATRY-B,504058,NIPPOBATRY
ZENSAR TECHNOLOGIES LTD.,BSE:ZENSARTECH-A,504067,ZENSARTECH
JYOTI LTD.,BSE:JYOTI-XT,504076,JYOTI
JSL INDUSTRIES LTD.,BSE:JSLINDL-X,504080,JSLINDL
KAYCEE INDUSTRIES LTD.,BSE:KAYCEEI-XT,504084,KAYCEEI
INDOKEM LTD.,BSE:INDOKEM-X,504092,INDOKEM
PANASONIC ENERGY INDIA COMPANY,BSE:PANAENERG-XT,504093,PANAENERG
NELCO LTD.,BSE:NELCO-B,504112,NELCO
PERMANENT MAGNETS LTD.,BSE:PERMAGN-B,504132,PERMAGN
HIGH ENERGY BATTERIES (INDIA),BSE:HIGHENE-X,504176,HIGHENE
STANDARD BATTERIES LTD.,BSE:STDBAT-XT,504180,STDBAT
UNIVERSAL CABLES LTD.,BSE:UNIVCABLES-B,504212,UNIVCABLES
W.S.INDUSTRIES (INDIA) LTD.,BSE:WSI-B,504220,WSI
DELTON CABLES LTD.,BSE:DLTNCBL-XT,504240,DLTNCBL
LAKSHMI ELECTRICAL CONTROL SYS,BSE:LAKSELEC-X,504258,LAKSELEC
MODULEX CONSTRUCTION TECHNOLOG,BSE:MODULEX-Z,504273,MODULEX
DELTA MANUFACTURING LIMITED,BSE:DELTAMAGNT-B,504286,DELTAMAGNT
CONFIDENCE FINANCE AND TRADING,BSE:CONFINT-XT,504340,CONFINT
RAVINDRA ENERGY LIMITED,BSE:RELTD-X,504341,RELTD
G.D.TRADING & AGENCIES LTD.,BSE:GDTRAGN-XT,504346,GDTRAGN
EMPOWER INDIA LTD.,BSE:EMPOWER-XT,504351,EMPOWER
MULTIPURPOSE TRADING & AGENCIE,BSE:ZMULTIPU-X,504356,ZMULTIPU
RIDHI SYNTHETICS LTD.,BSE:RIDHISYN-XT,504365,RIDHISYN
SOFTBPO GLOBAL SERVICES LTD.,BSE:SOFTBPO-P,504375,SOFTBPO
NYSSA CORPORATION LIMITED,BSE:NYSSACORP-X,504378,NYSSACORP
FLOMIC GLOBAL LOGISTICS LIMITE,BSE:FLOMIC-X,504380,FLOMIC
KRISHNA VENTURES LIMITED,BSE:KRISHNA-X,504392,KRISHNA
GANESH HOLDINGS LTD.,BSE:GANHOLD-XT,504397,GANHOLD
UNI ABEX ALLOY PRODUCTS LTD.,BSE:UNIABEXAL-X,504605,UNIABEXAL
SARDA ENERGY & MINERALS LTD.,BSE:SARDAEN-B,504614,SARDAEN
BWL LTD.,BSE:BWLLTD-Y,504643,BWLLTD
BHAGWATI AUTOCAST LTD.,BSE:BGWTATO-X,504646,BGWTATO
BOMBAY WIRE ROPES LTD.,BSE:BOMBWIR-XT,504648,BOMBWIR
INDIAN BRIGHT STEEL CO.LTD.,BSE:IBRIGST-XT,504731,IBRIGST
INDIAN HUME PIPE CO.LTD.,BSE:INDIANHUME-B,504741,INDIANHUME
INVESTMENT & PRECISION CASTING,BSE:INVPRECQ-X,504786,INVPRECQ
INFORMED TECHNOLOGIES INDIA LT,BSE:INFORTEC-XT,504810,INFORTEC
KAIRA CAN CO.LTD.,BSE:KAIRA-X,504840,KAIRA
ORIENT CERATECH LIMITED,BSE:ORIENTCER-B,504879,ORIENTCER
NATIONAL STANDARD (INDIA) LTD.,BSE:NATIONSTD-B,504882,NATIONSTD
RATHI STEEL & POWER LTD.,BSE:RATHIST-X,504903,RATHIST
Duncan Engineering Limited,BSE:DUNCANENG-X,504908,DUNCANENG
SANDUR MANGANESE & IRON ORES L,BSE:SANDUMA-B,504918,SANDUMA
STOVEC INDUSTRIES LTD.,BSE:STOVACQ-X,504959,STOVACQ
TAYO ROLLS LTD.,BSE:TATAYODOGA-XT,504961,TATAYODOGA
CHOLAMANDALAM FINANCIAL HOLDIN,BSE:CHOLAHLDNG-A,504973,CHOLAHLDNG
WELCAST STEELS LTD.,BSE:ZWELCAST-X,504988,ZWELCAST
WESTERN MINISTIL LTD.,BSE:WMINIMT-P,504998,WMINIMT
AUTOMOTIVE AXLES LTD.,BSE:AUTOAXLES-B,505010,AUTOAXLES
AUTOMOBILE PRODUCTS OF INDIA L,BSE:AUTOPRD-XT,505032,AUTOPRD
AUTOMOBILE CORPORATION OF GOA,BSE:ACGL-X,505036,ACGL
SETCO AUTOMOTIVE LTD.,BSE:SETCO-T,505075,SETCO
SCOOTERS INDIA LTD.,BSE:SCOOTER-B,505141,SCOOTER
TALBROS AUTOMOTIVE COMPONENTS,BSE:TALBROAUTO-B,505160,TALBROAUTO
Z.F.STEERING GEAR (INDIA) LTD.,BSE:ZFSTEERING-X,505163,ZFSTEERING
SML ISUZU LIMITED,BSE:SMLISUZU-B,505192,SMLISUZU
TIL LTD.,BSE:TIL-Z,505196,TIL
EICHER MOTORS LTD.,BSE:EICHERMOT-A,505200,EICHERMOT
JAINEX AAMCOL LTD.,BSE:JAINEX-X,505212,JAINEX
ALFRED HERBERT (INDIA) LTD.,BSE:ALFREDHE-XT,505216,ALFREDHE
VELJAN DENISON LIMITED,BSE:VELJAN-X,505232,VELJAN
DYNAMATIC TECHNOLOGIES LTD.,BSE:DYNAMATECH-B,505242,DYNAMATECH
G. G. Dandekar Properties Limi,BSE:GGDPROP-X,505250,GGDPROP
GMM PFAUDLER LTD.,BSE:GMMPFAUDLR-A,505255,GMMPFAUDLR
KIRLOSKAR PNEUMATIC CO.LTD.,BSE:KIRLPNU-A,505283,KIRLPNU
TULIVE DEVELOPERS LIMITED,BSE:TULIVE-XT,505285,TULIVE
KPT INDUSTRIES LIMITED,BSE:KPT-X,505299,KPT
LAKSHMI AUTOMATIC LOOM WORKS L,BSE:LXMIATO-X,505302,LXMIATO
MANUGRAPH INDIA LTD.,BSE:MANUGRAPH-B,505324,MANUGRAPH
HARSHIL AGROTECH LIMITED,BSE:HARSHILAGR-XT,505336,HARSHILAGR
MONOTYPE INDIA LTD.,BSE:MONOT-Z,505343,MONOT
NESCO LTD.,BSE:NESCO-A,505355,NESCO
INTEGRA ENGINEERING INDIA LTD.,BSE:INTEGRAEN-X,505358,INTEGRAEN
SEMAC CONSULTANTS LIMITED,BSE:SEMAC-T,505368,SEMAC
TEXMACO INFRASTRUCTURE & HOLDI,BSE:TEXINFRA-B,505400,TEXINFRA
WENDT (INDIA) LTD.,BSE:WENDT-B,505412,WENDT
PS IT INFRASTRUCTURE & SERVICE,BSE:PSITINFRA-X,505502,PSITINFRA
SINDU VALLEY TECHNOLOGIES LTD.,BSE:SINDUVA-XT,505504,SINDUVA
RESPONSIVE INDUSTRIES LTD.,BSE:RESPONIND-B,505509,RESPONIND
SHYAMKAMAL INVESTMENTS LTD.,BSE:SHYMINV-XT,505515,SHYMINV
HEM HOLDINGS & TRADING LTD.,BSE:ZHEMHOLD-XT,505520,ZHEMHOLD
MAHARASHTRA CORPORATION LTD.,BSE:MAHACORP-XT,505523,MAHACORP
DOLAT ALGOTECH LIMITED,BSE:DOLATALGO-B,505526,DOLATALGO
WESTLIFE FOODWORLD LIMITED,BSE:WESTLIFE-A,505533,WESTLIFE
ZEE ENTERTAINMENT ENTERPRISES,BSE:ZEEL-A,505537,ZEEL
KOVALAM INVESTMENT & TRADING C,BSE:ZKOVALIN-X,505585,ZKOVALIN
SVP GLOBAL TEXTILES LIMITED,BSE:SVPGLOB-B,505590,SVPGLOB
MULTIPLUS HOLDINGS LTD.,BSE:MULTIIN-XT,505594,MULTIIN
SKYLINE MILLARS LTD.,BSE:SKYLMILAR-XT,505650,SKYLMILAR
BIMETAL BEARINGS LTD.,BSE:BIMETAL-X,505681,BIMETAL
TAPARIA TOOLS LTD.,BSE:TAPARIA-XT,505685,TAPARIA
BHARAT GEARS LTD.,BSE:BHARATGEAR-B,505688,BHARATGEAR
BRADY & MORRIS ENGINEERING CO.,BSE:BRADYM-X,505690,BRADYM
La Tim Metal & Industries Limi,BSE:LATIMMETAL-X,505693,LATIMMETAL
ELECON ENGINEERING CO.LTD.,BSE:ELECON-A,505700,ELECON
DECCAN BEARINGS LTD.,BSE:DECANBRG-X,505703,DECANBRG
GRAUER & WEIL (INDIA) LTD.,BSE:GRAUWEIL-B,505710,GRAUWEIL
HIM TEKNOFORGE LIMITED,BSE:HIMTEK-X,505712,HIMTEK
GABRIEL INDIA LTD.,BSE:GABRIEL-A,505714,GABRIEL
HERCULES HOISTS LTD.,BSE:HERCULES-B,505720,HERCULES
ALGOQUANT FINTECH LIMITED,BSE:AQFINTECH-X,505725,AQFINTECH
IFB INDUSTRIES LTD.,BSE:IFBIND-B,505726,IFBIND
SINGER INDIA LTD.,BSE:SINGER-X,505729,SINGER
INTERNATIONAL COMBUSTION (INDI,BSE:INTLCOMBQ-X,505737,INTLCOMBQ
FEDERAL-MOGUL GOETZE (INDIA) L,BSE:FMGOETZE-B,505744,FMGOETZE
JOSTS ENGINEERING CO.LTD.,BSE:JOSTS-X,505750,JOSTS
Schaeffler India Limited,BSE:SCHAEFFLER-A,505790,SCHAEFFLER
MIPCO SEAMLESS RINGS (GUJARAT),BSE:MPCOSEMB-XT,505797,MPCOSEMB
RANE HOLDINGS LTD.,BSE:RANEHOLDIN-B,505800,RANEHOLDIN
ROLCON ENGINEERING CO.LTD.,BSE:ROLCOEN-P,505807,ROLCOEN
SNL BEARINGS LTD.,BSE:SNL-X,505827,SNL
JAIPAN INDUSTRIES LTD.,BSE:JAIPAN-X,505840,JAIPAN
MANGAL CREDIT AND FINCORP LTD.,BSE:MANCREDIT-X,505850,MANCREDIT
TRF LTD.,BSE:TRF-T,505854,TRF
WPIL LTD.,BSE:WPIL-B,505872,WPIL
KENNAMETAL INDIA LTD.,BSE:KENNAMET-B,505890,KENNAMET
HINDUSTAN HARDY LIMITED,BSE:HINDHARD-X,505893,HINDHARD
TRITON VALVES LTD.,BSE:TRITONV-X,505978,TRITONV
SUDAL INDUSTRIES LTD.,BSE:SUDAI-XT,506003,SUDAI
PRAKASH INDUSTRIES LTD.,BSE:PRAKASH-B,506022,PRAKASH
HARIYANA VENTURES LIMITED,BSE:HVL-ZP,506024,HVL
PRABHU STEEL INDUSTRIES LTD.,BSE:ZPRBHSTE-XT,506042,ZPRBHSTE
ARSHIYA LIMITED,BSE:ARSHIYA-T,506074,ARSHIYA
GRINDWELL NORTON LTD.,BSE:GRINDWELL-A,506076,GRINDWELL
LAKSHMI PRECISION SCREWS LTD.,BSE:LAKPRE-Z,506079,LAKPRE
STANROSE MAFATLAL INVESTMENTS,BSE:STANROS-X,506105,STANROS
GENESYS INTERNATIONAL CORPORAT,BSE:GENESYS-B,506109,GENESYS
ALNA TRADING & EXPORTS LTD.,BSE:ALNATRD-P,506120,ALNATRD
Pankaj Piyush Trade & Inv. Ltd,BSE:PANKAJPIYUS-XT,506122,PANKAJPIYUS
PARNAX LAB LTD.,BSE:PARNAXLAB-XT,506128,PARNAXLAB
INTELLIVATE CAPITAL VENTURES L,BSE:INTELLCAP-X,506134,INTELLCAP
VISAGAR POLYTEX LTD.,BSE:VIVIDHA-T,506146,VIVIDHA
ISHWARSHAKTI HOLDINGS & TRADER,BSE:ISHWATR-XT,506161,ISHWATR
TERRAFORM MAGNUM LTD.,BSE:TERRAFORM-P,506162,TERRAFORM
APIS INDIA LTD.,BSE:APIS-XT,506166,APIS
VELOX INDUSTRIES LIMITED,BSE:VELOXIND-XT,506178,VELOXIND
EMERGENT INDUSTRIAL SOLUTIONS ,BSE:EMERGENT-XT,506180,EMERGENT
KANANI INDUSTRIES LTD.,BSE:KANANIIND-B,506184,KANANIIND
GALAXY CLOUD KITCHENS LIMITED,BSE:GCKL-XT,506186,GCKL
SARVAMANGAL MERCANTILE CO.LTD.,BSE:ZSARVAMA-XT,506190,ZSARVAMA
ARIHANT SUPERSTRUCTURES LIMITE,BSE:ARIHANTSUP-B,506194,ARIHANTSUP
VIKSIT ENGINEERING LTD.,BSE:VIKSHEN-XT,506196,VIKSHEN
BLISS GVS PHARMA LTD.,BSE:BLISSGVS-B,506197,BLISSGVS
Styrenix Performance Materials,BSE:STYRENIX-B,506222,STYRENIX
ALEMBIC LTD.,BSE:ALEMBICLTD-B,506235,ALEMBICLTD
AMINES & PLASTICIZERS LTD.,BSE:AMNPLST-B,506248,AMNPLST
ANUH PHARMA LTD.,BSE:ANUHPHR-X,506260,ANUHPHR
MODISON LIMITED,BSE:MODISONLTD-T,506261,MODISONLTD
BAYER CROPSCIENCE LTD.,BSE:BAYERCROP-A,506285,BAYERCROP
SASHWAT TECHNOCRATS LIMITED,BSE:SASHWAT-P,506313,SASHWAT
CHEMO PHARMA LABORATORIES LTD.,BSE:CHEMOPH-XT,506365,CHEMOPH
Heubach Colorants India Limite,BSE:HEUBACHIND-B,506390,HEUBACHIND
COROMANDEL INTERNATIONAL LTD.,BSE:COROMANDEL-A,506395,COROMANDEL
DEEPAK NITRITE LTD.,BSE:DEEPAKNTR-A,506401,DEEPAKNTR
DMCC SPECIALITY CHEMICALS LIMI,BSE:DMCC-B,506405,DMCC
FERMENTA BIOTECH LIMITED,BSE:FERMENTA-X,506414,FERMENTA
GOCL Corporation Limited,BSE:GOCLCORP-B,506480,GOCLCORP
JAYSHREE CHEMICALS LTD.,BSE:JAYCH-XT,506520,JAYCH
KANORIA CHEMICALS & INDUSTRIES,BSE:KANORICHEM-B,506525,KANORICHEM
KELTECH ENERGIES LTD.,BSE:KELENRG-XT,506528,KELENRG
KEMP & COMPANY LTD.,BSE:KEMP-X,506530,KEMP
NITTA GELATIN INDIA LTD.,BSE:NITTAGELA-X,506532,NITTAGELA
M.P.AGRO INDUSTRIES LTD.,BSE:MPAGI-X,506543,MPAGI
ORIENTAL CARBON & CHEMICALS LT,BSE:OCCL-B,506579,OCCL
PCBL LIMITED,BSE:PCBL-A,506590,PCBL
AMAL LTD.,BSE:AMAL-X,506597,AMAL
POLYCHEM LTD.,BSE:POLYCHEM-X,506605,POLYCHEM
PUNJAB CHEMICALS AND CROP PROT,BSE:PUNJABCHEM-B,506618,PUNJABCHEM
GUJCHEM DISTILLERS INDIA LTD.,BSE:GUJCMDS-XT,506640,GUJCMDS
SADHANA NITROCHEM LTD.,BSE:SADHNANIQ-B,506642,SADHNANIQ
SUDARSHAN CHEMICAL INDUSTRIES,BSE:SUDARSCHEM-A,506655,SUDARSCHEM
TECIL CHEMICALS & HYDRO POWER,BSE:TECILCHEM-B,506680,TECILCHEM
ULTRAMARINE & PIGMENTS LTD.,BSE:ULTRAMAR-B,506685,ULTRAMAR
TRANSPEK INDUSTRY LTD.,BSE:TRANSPEK-B,506687,TRANSPEK
UNICHEM LABORATORIES LTD.,BSE:UNICHEMLAB-A,506690,UNICHEMLAB
MYSORE PETRO CHEMICALS LTD.,BSE:MYSORPETRO-X,506734,MYSORPETRO
ALKYL AMINES CHEMICALS LTD.,BSE:ALKYLAMINE-A,506767,ALKYLAMINE
TUTICORIN ALKALI CHEMICALS AND,BSE:TUTIALKA-B,506808,TUTIALKA
ASTRAZENECA PHARMA INDIA LTD.,BSE:ASTRAZEN-A,506820,ASTRAZEN
Primo Chemicals Limited,BSE:PRIMO-B,506852,PRIMO
TANFAC INDUSTRIES LTD.,BSE:TANFACIND-B,506854,TANFACIND
GUJARAT PETROSYNTHESE LTD.,BSE:GUJPETR-XT,506858,GUJPETR
GUJARAT THEMIS BIOSYN LTD.,BSE:GUJTHEM-B,506879,GUJTHEM
Saptak Chem And Business Limit,BSE:SCBL-XT,506906,SCBL
MAKERS LABORATORIES LTD.,BSE:MAKERSL-X,506919,MAKERSL
CONTINENTAL CHEMICALS LTD.,BSE:CONTCHM-X,506935,CONTCHM
J.B.CHEMICALS & PHARMACEUTICAL,BSE:JBCHEPHARM-A,506943,JBCHEPHARM
INDO GULF INDUSTRIES LTD.,BSE:IGLFXPL-B-P,506945,IGLFXPL-B
RAJASTHAN PETRO SYNTHETICS LTD,BSE:RAJSPTR-P,506975,RAJSPTR
APT PACKAGING LTD.,BSE:APTPACK-XT,506979,APTPACK
BLUE CHIP TEX INDUSTRIES LTD.,BSE:BLUECHIPT-X,506981,BLUECHIPT
JAGATJIT INDUSTRIES LTD.,BSE:JAGAJITIND-X,507155,JAGAJITIND
KESAR ENTERPRISES LTD.,BSE:KESARENT-X,507180,KESARENT
TILAKNAGAR INDUSTRIES LTD.,BSE:TI-A,507205,TI
Emerald Leisures Limited,BSE:EMERALL-XT,507265,EMERALL
The Ravalgaon Sugar Farm Limit,BSE:RAVALSUGAR-XT,507300,RAVALSUGAR
SAKTHI SUGARS LTD.,BSE:SAKHTISUG-B,507315,SAKHTISUG
WALCHANDNAGAR INDUSTRIES LTD.,BSE:WALCHANNAG-B,507410,WALCHANNAG
IFB AGRO INDUSTRIES LTD.,BSE:IFBAGRO-B,507438,IFBAGRO
KOTHARI FERMENTATION & BIOCHEM,BSE:KFBL-X,507474,KFBL
CAPROLACTAM CHEMICALS LTD.,BSE:CAPRO-X,507486,CAPRO
G.M.BREWERIES LTD.,BSE:GMBREW-B,507488,GMBREW
RANA SUGARS LTD.,BSE:RANASUG-B,507490,RANASUG
PICCADILY SUGAR & ALLIED INDUS,BSE:PICCASUG-XT,507498,PICCASUG
SOM DISTILLERIES & BREWERIES L,BSE:SDBL-A,507514,SDBL
C.J.GELATINE PRODUCTS LTD.,BSE:CJGEL-X,507515,CJGEL
ASSOCIATED ALCOHOLS & BREWERIE,BSE:ASALCBR-B,507526,ASALCBR
THAKKERS GROUP LIMITED,BSE:THAKKERS-X,507530,THAKKERS
COROMANDEL AGRO PRODUCTS & OIL,BSE:CORAGRO-P,507543,CORAGRO
FOODS & INNS LTD.,BSE:FOODSIN-B,507552,FOODSIN
IVP LTD.,BSE:IVP-B,507580,IVP
KOVILPATTI LAKSHMI ROLLER FLOU,BSE:KLRFM-X,507598,KLRFM
OLYMPIC OIL INDUSTRIES LTD.,BSE:OLYOI-XT,507609,OLYOI
MILKFOOD LTD.,BSE:MLKFOOD-X,507621,MLKFOOD
POLSON LTD.,BSE:POLSON-X,507645,POLSON
SAGAR SOYA PRODUCTS LTD.,BSE:SAGRSOY-B-X,507663,SAGRSOY-B
WIPRO LTD.,BSE:WIPRO-A,507685,WIPRO
ORIENT BEVERAGES LTD.,BSE:ORIBEVER-X,507690,ORIBEVER
DHANUKA AGRITECH LTD.,BSE:DHANUKA-B,507717,DHANUKA
TTK HEALTHCARE LTD.,BSE:TTKHLTCARE-B,507747,TTKHLTCARE
TGV SRAAC Limited,BSE:TGVSL-B,507753,TGVSL
LIME CHEMICALS LTD.,BSE:LIMECHM-X,507759,LIMECHM
KANPUR PLASTIPACK LTD.,BSE:KANPRPLA-B,507779,KANPRPLA
TAINWALA CHEMICALS & PLASTICS,BSE:TAINWALCHM-T,507785,TAINWALCHM
JAGSONPAL PHARMACEUTICALS LTD.,BSE:JAGSNPHARM-B,507789,JAGSNPHARM
KHAITAN CHEMICALS & FERTILIZER,BSE:KHAICHEM-B,507794,KHAICHEM
UNITED LEASING & INDUSTRIES LT,BSE:UNTTEMI-P,507808,UNTTEMI
NATIONAL OXYGEN LTD.,BSE:NOL-X,507813,NOL
GILLETTE INDIA LTD.,BSE:GILLETTE-A,507815,GILLETTE
WIRES & FABRIKS (SA) LTD.,BSE:WIREFABR-X,507817,WIREFABR
ANSAL HOUSING LIMITED,BSE:ANSALHSG-X,507828,ANSALHSG
COMPUTER POINT LTD.,BSE:COMPUPN-X,507833,COMPUPN
MAC CHARLES (INDIA) LTD.,BSE:MCCHRLS-B-X,507836,MCCHRLS-B
ADDI INDUSTRIES LTD.,BSE:ADDIND-X,507852,ADDIND
PIONEER INVESTCORP LTD.,BSE:PIONRINV-XT,507864,PIONRINV
ASHNOOR TEXTILE MILLS LTD.,BSE:ASHNOOR-XT,507872,ASHNOOR
UNITECH LTD.,BSE:UNITECH-Z,507878,UNITECH
V.I.P.INDUSTRIES LTD.,BSE:VIPIND-A,507880,VIPIND
FIBERWEB (INDIA) LTD.,BSE:FIBERWEB-B,507910,FIBERWEB
LKP FINANCE LIMITED,BSE:LKPFIN-XT,507912,LKPFIN
MANIPAL FINANCE CORPORATION LT,BSE:MNPLFIN-P,507938,MNPLFIN
BAJAJ STEEL INDUSTRIES LTD.,BSE:BAJAJST-X,507944,BAJAJST
KIDUJA INDIA LTD.,BSE:KIDUJA-X,507946,KIDUJA
KEY CORP LTD.,BSE:KEYCORP-XT,507948,KEYCORP
SHIKHAR LEASING & TRADING LTD.,BSE:SHIKHARLETR-XT,507952,SHIKHARLETR
GUJARAT HOTELS LTD.,BSE:GUJHOTE-X,507960,GUJHOTE
RAJATH FINANCE LIMITED,BSE:RAJATH-X,507962,RAJATH
RAS RESORTS & APART HOTELS LTD,BSE:RASRESOR-XT,507966,RASRESOR
PARAMOUNT COSMETICS (INDIA) LT,BSE:PARMCOS-B-X,507970,PARMCOS-B
JINDAL HOTELS LTD.,BSE:JINDHOT-XT,507981,JINDHOT
JUPITER INDUSTRIES & LEASING L,BSE:JPTRLES-P,507987,JPTRLES
SIMMONDS MARSHALL LTD.,BSE:SIMMOND-X,507998,SIMMOND
B & A LTD.,BSE:BNALTD-X,508136,BNALTD
HAWKINS COOKERS LTD.,BSE:HAWKINCOOK-B,508486,HAWKINCOOK
WARREN TEA LTD.,BSE:WARRENTEA-X,508494,WARRENTEA
COCHIN MALABAR ESTATES & INDUS,BSE:COCHMAL-X,508571,COCHMAL
BEST EASTERN HOTELS LTD.,BSE:BESTEAST-X,508664,BESTEAST
NEELAMALAI AGRO INDUSTRIES LTD,BSE:NEAGI-X,508670,NEAGI
IST LTD.,BSE:ISTLTD-X,508807,ISTLTD
Cosmo First Limited,BSE:COSMOFIRST-B,508814,COSMOFIRST
APOLLO HOSPITALS ENTERPRISE LT,BSE:APOLLOHOSP-A,508869,APOLLOHOSP
Nitin Castings Limited,BSE:NITINCAST-X,508875,NITINCAST
SMIFS CAPITAL MARKETS LTD.,BSE:SMIFS-XT,508905,SMIFS
EVEREST INDUSTRIES LTD.,BSE:EVERESTIND-B,508906,EVERESTIND
IRONWOOD EDUCATION LIMITED,BSE:IRONWOOD-X,508918,IRONWOOD
MSR INDIA LTD.,BSE:MSRINDIA-X,508922,MSRINDIA
AYM Syntex Limited,BSE:AYMSYNTEX-B,508933,AYMSYNTEX
PANASONIC CARBON INDIA CO.LTD.,BSE:PANCARBON-X,508941,PANCARBON
FINKURVE FINANCIAL SERVICES LT,BSE:FINKURVE-XT,508954,FINKURVE
HB LEASING & FINANCE CO.LTD.,BSE:HBLEAS-XT,508956,HBLEAS
SHRICON INDUSTRIES LTD.,BSE:SHRICON-XT,508961,SHRICON
SULABH ENGINEERS & SERVICES LT,BSE:SULABEN-X,508969,SULABEN
FRONTIER CAPITAL LIMITED,BSE:FRONTCAP-Z,508980,FRONTCAP
NAVNEET EDUCATION LIMITED,BSE:NAVNETEDUL-B,508989,NAVNETEDUL
KEDIA CONSTRUCTION CO.LTD.,BSE:KEDIACN-XT,508993,KEDIACN
SATRA PROPERTIES (INDIA) LTD.,BSE:SATRAPROP-Z,508996,SATRAPROP
TRANSOCEANIC PROPERTIES LTD.,BSE:TRANOCE-XT,509003,TRANOCE
AUSOM ENTERPRISE LIMITED,BSE:AUSOMENT-T,509009,AUSOMENT
THAKRAL SERVICES (INDIA) LTD.,BSE:THAKRAL-XT,509015,THAKRAL
RUCHI INFRASTRUCTURE LTD.,BSE:RUCHINFRA-B,509020,RUCHINFRA
VJTF EDUSERVICES LTD.,BSE:VJTFEDU-XT,509026,VJTFEDU
VOLTAIRE LEASING & FINANCE LTD,BSE:VOLLF-X,509038,VOLLF
NETLINK SOLUTIONS (INDIA) LTD.,BSE:NETLINK-XT,509040,NETLINK
TRILIANCE POLYMERS LIMITED,BSE:TRILIANCE-XT,509046,TRILIANCE
LANCOR HOLDINGS LTD.,BSE:LANCORHOL-B,509048,LANCORHOL
INDIAN INFOTECH & SOFTWARE LTD,BSE:INDINFO-XT,509051,INDINFO
BANAS FINANCE LTD.,BSE:BANASFN-X,509053,BANASFN
VISAKA INDUSTRIES LTD.,BSE:VISAKAIND-B,509055,VISAKAIND
INFOMEDIA PRESS LTD.,BSE:INFOMEDIA-T,509069,INFOMEDIA
HATHWAY BHAWANI CABLETEL & DAT,BSE:HATHWAYB-X,509073,HATHWAYB
GUFIC BIOSCIENCES LTD.,BSE:GUFICBIO-B,509079,GUFICBIO
PHOTON CAPITAL ADVISORS LTD.,BSE:PHOTON-X,509084,PHOTON
GRP LTD.,BSE:GRPLTD-B,509152,GRPLTD
INDAG RUBBER LTD.,BSE:INDAG-X,509162,INDAG
MM RUBBER COMPANY LTD.,BSE:MMRUBBR-B-X,509196,MMRUBBR-B
PTL ENTERPRISES LTD.,BSE:PTL-B,509220,PTL
TVS SRICHAKRA LTD.,BSE:TVSSRICHAK-A,509243,TVSSRICHAK
SANATHNAGAR ENTERPRISES LIMITE,BSE:SEL-XT,509423,SEL
BENARES HOTELS LTD.,BSE:BENARAS-X,509438,BENARAS
BHAGWATI OXYGEN LTD.,BSE:BHAGWOX-X,509449,BHAGWOX
